"행정구역별(시군구)",2021
"행정구역별(시군구)",계
"서울특별시",785311
"종로구",9722
"중구",7453
"용산구",15525
"성동구",23039
"광진구",25301
"동대문구",24845
"중랑구",28042
"성북구",37161
"강북구",20640
"도봉구",24497
"노원구",48112
"은평구",38145
"서대문구",24250
"마포구",30308
"양천구",46303
"강서구",47478
"구로구",32580
"금천구",15224
"영등포구",29143
"동작구",29350
"관악구",27304
"서초구",42968
"강남구",52351
"송파구",62024
"강동구",43546
